ENTREZID	Symbol
2222	FDFT1
222223	KIAA1324L
222229	LRWD1
222234	FAM185A
222235	FBXL13
222236	NAPEPLD
222255	ATXN7L1
222256	CDHR3
222389	BEND7
2224	FDPS
222484	LNX2
222487	GPR97
222537	HS3ST5
222545	GPRC6A
222546	RFX6
222553	SLC35F1
222584	FAM83B
222611	GPR111
222642	TSPO2
222643	UNC5CL
222658	KCTD20
222659	PXT1
222662	LHFPL5
222663	SCUBE3
222696	ZSCAN23
222698	NKAPL
222699	LOC222699
222826	C6orf146
222865	TMEM130
222894	FERD3L
222950	C7orf51
222962	SLC29A4
223	ALDH9A1
2230	FDX1
223075	CCDC129
223082	ZNRF2
223117	SEMA3D
2232	FDXR
2235	FECH
2237	FEN1
2239	GPC4
224	ALDH3A2
2241	FER
2242	FES
2243	FGA
2244	FGB
2245	FGD1
2246	FGF1
2247	FGF2
2248	FGF3
2249	FGF4
225	ABCD2
2250	FGF5
2251	FGF6
2252	FGF7
2253	FGF8
2254	FGF9
2255	FGF10
2256	FGF11
225689	MAPK15
2257	FGF12
2258	FGF13
2259	FGF14
2260	FGFR1
2261	FGFR3
2262	GPC5
2263	FGFR2
2264	FGFR4
2266	FGG
2267	FGL1
2268	FGR
2271	FH
2272	FHIT
2273	FHL1
2274	FHL2
2275	FHL3
22794	CASC3
22795	NID2
22796	COG2
22797	TFEC
22798	LAMB4
2280	FKBP1A
22801	ITGA11
22802	CLCA4
22803	XRN2
22806	IKZF3
22807	IKZF2
22808	MRAS
22809	ATF5
2281	FKBP1B
22818	COPZ1
2282	FKBP1AP1
22820	COPG
22821	RASA3
22822	PHLDA1
22823	MTF2
22824	HSPA4L
22826	DNAJC8
22827	PUF60
22828	RBM16
22829	NLGN4Y
22832	KIAA1009
22834	ZNF652
22835	ZFP30
22836	RHOBTB3
22837	COBLL1
22838	RNF44
22839	DLGAP4
22841	RAB11FIP2
22843	PPM1E
22844	FRMPD1
22845	DOLK
22846	VASH1
22847	ZNF507
22848	AAK1
22849	CPEB3
22850	ADNP2
22852	ANKRD26
22853	LMTK2
22854	NTNG1
22856	CHSY1
22858	ICK
22859	LPHN1
22861	NLRP1
22862	FNDC3A
22863	KIAA0831
22864	R3HDM2
22865	SLITRK3
22866	CNKSR2
22868	FASTKD2
22869	ZNF510
2287	FKBP3
22870	SAPS1
22871	NLGN1
22872	SEC31A
22873	DZIP1
22874	PLEKHA6
22875	ENPP4
22876	INPP5F
22877	MLXIP
22878	KIAA1012
22879	MON1B
2288	FKBP4
22880	MORC2
22881	ANKRD6
22882	ZHX2
22883	CLSTN1
22884	WDR37
22885	ABLIM3
22887	FOXJ3
22888	UBOX5
22889	KIAA0907
2289	FKBP5
22890	ZBTB1
22891	ZNF365
22893	BAHD1
22894	DIS3
22895	RPH3A
22897	CEP164
22898	DENND3
22899	ARHGEF15
229	ALDOB
2290	FOXG1
22900	CARD8
22901	ARSG
22902	RUFY3
22903	BTBD3
22904	SBNO2
22905	EPN2
22906	TRAK1
22907	DHX30
22908	SACM1L
22909	MTMR15
22911	WDR47
22913	RALY
22915	MMRN1
22916	NCBP2
22917	ZP1
22918	CD93
22919	MAPRE1
22920	KIFAP3
22921	MSRB2
22924	MAPRE3
22925	PLA2R1
22926	ATF6
22927	HABP4
22928	SEPHS2
22929	SEPHS1
22930	RAB3GAP1
22931	RAB18
22933	SIRT2
22934	RPIA
22936	ELL2
22937	SCAP
22938	SNW1
2294	FOXF1
22941	SHANK2
22943	DKK1
22944	KIN
22948	CCT5
22949	PTGR1
2295	FOXF2
22950	SLC4A1AP
22953	P2RX2
22954	TRIM32
22955	SCMH1
2296	FOXC1
2297	FOXD1
22974	TPX2
22976	PAXIP1
22977	AKR7A3
22978	NT5C2
22979	EFR3B
2298	FOXD4
22980	TCF25
22981	NINL
22982	DIP2C
22983	MAST1
22984	PDCD11
22985	ACIN1
22986	SORCS3
22987	SV2C
22989	MYH15
2299	FOXI1
22990	PCNX
22992	KDM2A
22993	HMGXB3
22994	AZI1
22995	CEP152
22996	TTC39A
22998	LIMCH1
22999	RIMS1
23	ABCF1
230	ALDOC
2300	FOXL1
23001	WDFY3
23002	DAAM1
23005	MAPKBP1
23007	PLCH1
23008	KLHDC10
2301	FOXE3
23011	RAB21
23012	STK38L
23013	SPEN
23014	FBXO21
23015	GOLGA8A
23016	EXOSC7
23017	FAIM2
23019	CNOT1
2302	FOXJ1
23020	SNRNP200
23022	PALLD
23023	TMCC1
23024	PDZRN3
23025	UNC13A
23026	MYO16
23028	KDM1A
23029	RBM34
2303	FOXC2
23030	KDM4B
23031	MAST3
23032	USP33
23033	DOPEY1
23034	SAMD4A
23035	PHLPP2
23036	ZNF292
23037	PDZD2
23038	WDTC1
23039	XPO7
2304	FOXE1
23040	MYT1L
23041	MON2
23042	PDXDC1
23043	TNIK
23046	KIF21B
23047	PDS5B
23048	FNBP1
23049	SMG1
2305	FOXM1
23051	ZHX3
23052	ENDOD1
23053	KIAA0913
23054	NCOA6
23057	NMNAT2
23059	CLUAP1
2306	FOXD2
23060	ZNF609
23061	TBC1D9B
23062	GGA2
23063	WAPAL
23064	SETX
23065	KIAA0090
23066	CAND2
23067	SETD1B
2307	FOXS1
23070	FTSJD2
23071	ERP44
23072	HECW1
23074	UHRF1BP1L
23075	SWAP70
23076	RRP1B
23077	MYCBP2
23078	KIAA0564
2308	FOXO1
23080	AVL9
23081	KDM4C
23082	PPRC1
23085	ERC1
23086	EXPH5
23087	TRIM35
23089	PEG10
2309	FOXO3
23090	ZNF423
23091	ZC3H13
23092	ARHGAP26
23093	TTLL5
23094	SIPA1L3
23095	KIF1B
23096	IQSEC2
23097	CDK19
23098	SARM1
23099	ZBTB43
23101	MCF2L2
23102	TBC1D2B
23105	FSTL4
23107	MRPS27
23108	RAP1GAP2
23109	DDN
23111	SPG20
23112	TNRC6B
23113	CUL9
23114	NFASC
23116	FAM179B
23118	TAB2
23119	HIC2
2312	FLG
23120	ATP10B
23122	CLASP2
23125	CAMTA2
23126	POGZ
23127	GLT25D2
23129	PLXND1
2313	FLI1
23130	ATG2A
23131	GPATCH8
23132	RAD54L2
23133	PHF8
23135	KDM6B
23136	EPB41L3
23137	SMC5
23138	N4BP3
23139	MAST2
2314	FLII
23140	ZZEF1
23141	ANKLE2
23142	DCUN1D4
23143	LRCH1
23144	ZC3H3
23145	SSPO
23148	NACAD
23149	FCHO1
2315	MLANA
23150	FRMD4B
23151	GRAMD4
23152	CIC
23154	NCDN
23155	CLCC1
23157	Septin 6
23158	TBC1D9
2316	FLNA
23160	WDR43
23161	SNX13
23162	MAPK8IP3
23163	GGA3
23164	MPRIP
23165	NUP205
23166	STAB1
23167	EFR3A
23168	RTF1
23169	SLC35D1
2317	FLNB
23170	TTLL12
23171	GPD1L
23172	FAM175B
23173	METAP1
23174	ZCCHC14
23175	LPIN1
23176	Septin 8
23177	CEP68
23178	PASK
23179	RGL1
2318	FLNC
23180	RFTN1
23181	DIP2A
23184	MESDC2
23185	LARP4B
23186	RCOR1
23187	PHLDB1
23189	KANK1
2319	FLOT2
23190	UBXN4
23191	CYFIP1
23192	ATG4B
23193	GANAB
23194	FBXL7
23195	MDN1
23196	FAM120A
23197	FAF2
23198	PSME4
23199	KIAA0182
23200	ATP11B
23201	FAM168A
23203	PMPCA
23204	ARL6IP1
23205	ACSBG1
23207	PLEKHM2
23208	SYT11
23209	MLC1
2321	FLT1
23210	JMJD6
23211	ZC3H4
23212	RRS1
23213	SULF1
23214	XPO6
23215	BAT2L2
23216	TBC1D1
23217	ZFR2
23218	NBEAL2
23219	FBXO28
2322	FLT3
23220	DTX4
23221	RHOBTB2
23223	RRP12
23224	SYNE2
23225	NUP210
23228	PLCL2
23229	ARHGEF9
2323	FLT3LG
23230	VPS13A
23231	SEL1L3
23232	TBC1D12
23233	EXOC6B
23234	DNAJC9
23235	SIK2
23236	PLCB1
23237	ARC
23239	PHLPP1
2324	FLT4
23240	KIAA0922
23241	PACS2
23242	COBL
23243	ANKRD28
23244	PDS5A
23245	ASTN2
23247	KIAA0556
23248	RPRD2
23250	ATP11A
23251	KIAA1024
23252	OTUD3
23253	ANKRD12
23254	KAZ
23255	KIAA0802
23256	SCFD1
23258	DENND5A
23259	DDHD2
2326	FMO1
23261	CAMTA1
23262	PPIP5K2
23263	MCF2L
23264	ZC3H7B
23265	EXOC7
23266	LPHN2
23268	DNMBP
23269	MGA
2327	FMO2
23270	TSPYL4
23271	CAMSAP1L1
23272	C3orf63
23274	CLEC16A
23275	POFUT2
23276	KLHL18
23277	KIAA0664
23279	NUP160
2328	FMO3
23281	MTUS2
23283	CSTF2T
23284	LPHN3
23286	WWC1
23287	AGTPBP1
23288	IQCE
2329	FMO4
23291	FBXW11
23293	SMG6
23294	ANKS1A
23299	BICD2
2330	FMO5
23300	ATMIN
23301	EHBP1
23302	WSCD1
23303	KIF13B
23304	UBR2
23305	ACSL6
23306	TMEM194A
23307	FKBP15
23309	SIN3B
2331	FMOD
23310	NCAPD3
23312	DMXL2
23313	C22orf9
23314	SATB2
23315	SLC9A8
23316	CUX2
23317	DNAJC13
23318	ZCCHC11
2332	FMR1
23321	TRIM2
23322	RPGRIP1L
23324	MAN2B2
23325	KIAA1033
23326	USP22
23327	NEDD4L
23328	SASH1
23329	TBC1D30
23331	TTC28
23332	CLASP1
23333	DPY19L1
23334	KIAA0467
23335	WDR7
23336	SYNM
23338	PHF15
23339	VPS39
2334	AFF2
23341	DNAJC16
23344	ESYT1
23345	SYNE1
23347	SMCHD1
23348	DOCK9
23349	KIAA1045
2335	FN1
23350	SR140
23351	KHNYN
23352	UBR4
23353	SUN1
23354	HAUS5
23355	VPS8
23357	ANGEL1
23358	USP24
23359	FAM189A1
23360	FNBP4
23361	ZNF629
23362	PSD3
23363	OBSL1
23365	ARHGEF12
23366	KIAA0895
23367	LARP1
23368	PPP1R13B
23369	PUM2
23370	ARHGEF18
23371	TENC1
23373	CRTC1
23376	KIAA0776
23378	RRP8
23379	KIAA0947
23380	SRGAP2
23381	SMG5
23382	AHCYL2
23383	KIAA0892
23384	CYTSA
23385	NCSTN
23386	NUDCD3
23387	SIK3
23389	MED13L
2339	FNTA
23390	ZDHHC17
23392	KIAA0368
23394	ADNP
23395	LARS2
23396	PIP5K1C
23397	NCAPH
23398	PPWD1
23399	DULLARD
23400	ATP13A2
23401	FRAT2
23403	FBXO46
23404	EXOSC2
23405	DICER1
23406	COTL1
23408	SIRT5
23409	SIRT4
23410	SIRT3
23411	SIRT1
23412	COMMD3
23413	NCS1
23414	ZFPM2
23415	KCNH4
23416	KCNH3
23417	MLYCD
23418	CRB1
23421	ITGB3BP
23423	TMED3
23424	TDRD7
23426	GRIP1
23428	SLC7A8
23429	RYBP
23430	TPSD1
23431	AP4E1
23432	GPR161
23433	RHOQ
23434	C3orf27
23435	TARDBP
23438	HARS2
23439	ATP1B4
23440	OTP
23443	SLC35A3
23446	SLC44A1
23450	SF3B3
23451	SF3B1
23452	ANGPTL2
23456	ABCB10
23457	ABCB9
2346	FOLH1
23460	ABCA6
23461	ABCA5
23462	HEY1
23463	ICMT
23464	GCAT
23466	CBX6
23467	NPTXR
23468	CBX5
23469	PHF3
23471	TRAM1
23473	CAPN7
23474	ETHE1
23475	QPRT
23476	BRD4
23478	SEC11A
23479	ISCU
2348	FOLR1
23480	SEC61G
23481	PES1
23483	TGDS
23484	LEPROTL1
23491	CES3
23492	CBX7
23493	HEY2
23495	TNFRSF13B
23498	HAAO
23499	MACF1
2350	FOLR2
23500	DAAM2
23503	ZFYVE26
23504	RIMBP2
23505	TMEM131
23506	KIAA0240
23507	LRRC8B
23508	TTC9
23509	POFUT1
23510	KCTD2
23511	NUP188
23512	SUZ12
23513	SCRIB
23514	KIAA0146
23515	MORC3
23516	SLC39A14
23517	SKIV2L2
23518	R3HDM1
23519	ANP32D
2352	FOLR3
23520	ANP32C
23521	RPL13A
23522	MYST4
23523	CABIN1
23524	SRRM2
23526	HMHA1
23527	ACAP2
23528	ZNF281
23529	CLCF1
2353	FOS
23530	NNT
23531	MMD
23532	PRAME
23533	PIK3R5
23534	TNPO3
23536	ADAT1
23538	OR52A1
23539	SLC16A8
2354	FOSB
23541	SEC14L2
23542	MAPK8IP2
23543	RBM9
23544	SEZ6L
23545	ATP6V0A2
23546	SYNGR4
23547	LILRA4
23548	TTC33
23549	DNPEP
2355	FOSL2
23550	PSD4
23551	RASD2
23552	CDK20
23553	HYAL4
23554	TSPAN12
23555	TSPAN15
23556	PIGN
23557	SNAPIN
23558	WBP2
2356	FPGS
23560	GTPBP4
23562	CLDN14
23563	CHST5
23564	DDAH2
23566	LPAR3
23567	ZNF346
23568	ARL2BP
23569	PADI4
2357	FPR1
23576	DDAH1
2358	FPR2
23580	CDC42EP4
23581	CASP14
23582	CCNDBP1
23583	SMUG1
23584	VSIG2
23585	TMEM50A
23586	DDX58
23587	C17orf81
23588	KLHDC2
23589	CARHSP1
2359	FPR3
23590	PDSS1
23591	C17orf88
23592	LEMD3
23593	HEBP2
23594	ORC6L
23595	ORC3L
23596	OPN3
23597	ACOT9
23598	PATZ1
23600	AMACR
23601	CLEC5A
23603	CORO1C
23604	DAPK2
23607	CD2AP
23608	MKRN1
23609	MKRN2
23612	PHLDA3
23613	ZMYND8
23614	PPY2
23615	PYY2
23616	SH3BP1
23617	TSSK2
23619	ZIM2
23620	NTSR2
23621	BACE1
23623	RUSC1
23624	CBLC
23625	FAM89B
23626	SPO11
23627	PRND
23629	BRD7P3
23630	KCNE1L
23632	CA14
23633	KPNA6
23635	SSBP2
23636	NUP62
23637	RABGAP1
23639	LRRC6
23640	HSPBP1
23641	LDOC1
23642	SNHG1
23643	LY96
23644	EDC4
23645	PPP1R15A
23646	PLD3
23647	ARFIP2
23648	SSBP3
23649	POLA2
23650	TRIM29
23654	PLXNB2
23657	SLC7A11
23658	LSM5
23659	PLA2G15
23660	ZKSCAN5
23670	TMEM2
23671	TMEFF2
23673	STX12
23676	SMPX
23677	SH3BP4
23682	RAB38
23683	PRKD3
23704	KCNE4
23705	CADM1
23708	GSPT2
23710	GABARAPL1
23729	SHPK
23731	C9orf5
23732	C9orf4
23741	EID1
23742	C15orf2
23743	BHMT2
23746	AIPL1
23753	SDF2L1
23759	PPIL2
23760	PITPNB
23761	PISD
23762	OSBP2
23764	MAFF
23765	IL17RA
23766	GABARAPL3
23767	FLRT3
23768	FLRT2
23769	FLRT1
23770	FKBP8
23774	BRD1
23780	APOL2
23786	BCL2L13
23787	MTCH1
23788	MTCH2
238	ALK
239	ALOX12
2395	FXN
24	ABCA4
240	ALOX5
241	ALOX5AP
24137	KIF4A
24138	IFIT5
24139	EML2
24140	FTSJ1
24141	C20orf103
24142	NAT6
24144	TFIP11
24145	PANX1
24146	CLDN15
24147	FJX1
24148	PRPF6
24149	ZNF318
242	ALOX12B
2444	FRK
245711	SPDYA
245802	MS4A6E
245806	VGLL2
245812	CNPY4
245913	DEFB110
245915	DEFB112
245927	DEFB113
245928	DEFB114
245929	DEFB115
245930	DEFB116
245932	DEFB119
245934	DEFB121
245936	DEFB123
245937	DEFB124
245938	DEFB125
245939	DEFB128
245972	ATP6V0D2
245973	ATP6V1C2
246	ALOX15
246119	TTTY10
246126	CYorf15A
246175	CNOT6L
246176	GAS2L2
246181	AKR7L
246213	SLC17A8
246243	RNASEH1
246269	LACE1
246329	STAC3
246330	PELI3
246705	C21orf94
246744	STH
246777	SPESP1
246778	IL27
247	ALOX15B
2475	MTOR
248	ALPI
2487	FRZB
2488	FSHB
249	ALPL
2491	CENPI
2492	FSHR
2494	NR5A2
2495	FTH1
25	ABL1
250	ALPP
251	ALPPL2
2512	FTL
2515	ADAM2
2516	NR5A1
2517	FUCA1
2519	FUCA2
2520	GAST
2521	FUS
2523	FUT1
2524	FUT2
2525	FUT3
2526	FUT4
2527	FUT5
2528	FUT6
252839	TMEM9
252884	ZNF396
2529	FUT7
252969	NEIL2
252983	STXBP4
252995	FNDC5
2530	FUT8
253012	HEPACAM2
253017	TECRL
2531	KDSR
253128	C12orf33
253143	C22orf30
253152	EPHX4
253190	SERHL2
2532	DARC
253260	RICTOR
2533	FYB
253314	EIF4E1B
2534	FYN
253430	IPMK
253461	ZBTB38
2535	FZD2
253512	SLC25A30
253558	LCLAT1
253559	CADM2
253582	C6orf191
253635	CCDC75
253639	ZNF620
253650	ANKRD18A
2537	IFI6
253714	C6orf167
253724	LOC253724
253738	EBF3
253769	WDR27
253782	LASS6
2538	G6PC
253827	MSRB3
253832	ZDHHC20
253868	C20orf200
2539	G6PD
253935	ANGPTL5
253943	YTHDF3
253970	SFTA3
253980	KCTD13
253982	ASPHD1
254013	C12orf72
254042	MAP1D
254048	UBN2
254050	LRRC43
254065	BRWD3
254102	EHBP1L1
254122	SNX32
254158	CXorf58
254170	FBXO33
254173	TTLL10
254187	TSGA10IP
2542	SLC37A4
254225	RNF169
254228	FAM26E
254240	BPIL2
254251	LCORL
254263	CNIH2
254268	AKNAD1
254295	PHYHD1
2543	GAGE1
254359	ZDHHC24
254394	MCM9
254427	C10orf47
254428	SLC41A1
254439	C11orf86
254528	C16orf73
254531	LPCAT4
254552	NUDT8
254773	LYG2
254778	C8orf46
254783	OR6C74
254786	OR6C3
2548	GAA
254827	NAALADL2
254863	C17orf61
254879	OR2T6
254887	ZDHHC23
254896	MGC31957
2549	GAB1
254910	LCE5A
254950	KRTAP15-1
254956	MORN5
254973	OR1L4
2550	GABBR1
255022	CALHM1
255027	MPV17L
255043	TMEM86B
255057	C19orf26
255061	TAC4
255082	CASC2
2551	GABPA
255101	CCDC108
255104	TMCO4
255119	C4orf22
255180	FLJ38723
255189	PLA2G4F
255193	C19orf34
255220	TXNDC8
255231	MCOLN2
255239	ANKK1
255252	LRRC57
255275	MYADML2
2553	GABPB1
255324	EPGN
255330	C3orf46
255349	TMEM211
255374	MBLAC1
255394	TCP11L2
2554	GABRA1
255403	ZNF718
255426	RASGEF1C
255488	RNF144B
2555	GABRA2
255520	ELMOD2
2556	GABRA3
255626	HIST1H2BA
255631	COL24A1
2557	GABRA4
255725	OR52B2
255738	PCSK9
255743	NPNT
255758	TCTEX1D2
255762	PDZD9
255783	PRR24
255798	C3orf43
2558	GABRA5
255809	C19orf38
255877	BCL6B
2559	GABRA6
255919	TMEM188
255928	SYT14
255967	PAN3
2560	GABRB1
256051	ZNF549
256076	COL29A1
2561	GABRB2
256126	SYCE2
256130	TMEM196
256144	OR4C3
256148	OR4S1
2562	GABRB3
256227	MGC87042
256236	NAPSB
256281	NUDT14
256297	PTF1A
2563	GABRD
256302	C17orf103
256309	CCDC110
256329	C11orf35
256355	RPS2P32
256356	GK5
256364	EML3
256380	SCML4
256394	SERPINA11
2564	GABRE
256435	ST6GALNAC3
256471	MFSD8
256472	TMEM151A
2565	GABRG1
256536	TCERG1L
256586	LYSMD2
2566	GABRG2
256643	CXorf23
256646	C15orf55
256691	MAMDC2
2567	GABRG3
256710	GLIPR1L1
256714	MAP7D2
256764	WDR72
2568	GABRP
256815	C10orf67
256892	OR51F1
2569	GABRR1
256933	NPB
256949	KANK3
256957	C17orf66
256979	SUN3
256987	SERINC5
257	ALX3
2570	GABRR2
257019	FRMD3
257044	C1orf101
257062	TMEM146
257068	PLCXD2
2571	GAD1
257101	ZNF683
257106	ARHGAP30
257144	GCET2
257160	RNF214
257169	C9orf43
257177	C1orf192
257194	NEGR1
2572	GAD2
257202	GPX6
257203	DSCR9
257218	SHPRH
257236	CCDC96
257240	KLHL34
257313	UTS2D
257364	SNX33
257397	TAB3
257407	C2orf72
25758	C11orf41
257629	ANKS4B
25763	CXorf27
25766	PRPF40B
25769	SLC24A2
25770	C22orf31
25771	TBC1D22A
25775	C22orf24
25776	CBY1
25777	SUN2
25778	DSTYK
25780	RASGRP3
25782	RAB3GAP2
25788	RAD54B
25789	TMEM59L
25790	CCDC19
25791	NGEF
25792	CIZ1
25793	FBXO7
25794	FSCN2
25796	PGLS
25797	QPCT
25798	BRI3
25799	ZNF324
258	AMBN
2580	GAK
25800	SLC39A6
25801	GCA
258010	SVIP
25802	LMOD1
25803	SPDEF
25804	LSM4
25805	BAMBI
25806	VAX2
25807	RHBDD3
25809	TTLL1
2581	GALC
25813	SAMM50
25814	ATXN10
25816	TNFAIP8
25817	FAM19A5
25818	KLK5
25819	CCRN4L
2582	GALE
25820	ARIH1
25821	MTO1
25822	DNAJB5
25823	TPSG1
25824	PRDX5
25825	BACE2
25827	FBXL2
25828	TXN2
25829	TMEM184B
2583	B4GALNT1
25830	SULT4A1
25831	HECTD1
25833	POU2F3
25834	MGAT4C
25836	NIPBL
25837	RAB26
25839	COG4
2584	GALK1
25840	METTL7A
25841	ABTB2
25842	ASF1A
25844	YIPF3
25847	ANAPC13
25849	PARM1
2585	GALK2
25850	ZNF345
25851	TECPR1
25852	ARMC8
25853	DCAF12
25854	FAM149A
25855	BRMS1
25861	DFNB31
25862	USP49
25864	ABHD14A
25865	PRKD2
2587	GALR1
25870	SUMF2
25871	C3orf17
25873	RPL36
25874	BRP44
25875	LETMD1
25876	SPEF1
25878	MXRA5
25879	DCAF13
2588	GALNS
25880	TMEM186
25884	CHRDL2
25885	POLR1A
25886	POC1A
25888	ZNF473
2589	GALNT1
25890	ABI3BP
25891	PAMR1
25893	TRIM58
25894	PLEKHG4
25895	FAM119B
25896	INTS7
25897	RNF19A
25898	RCHY1
259	AMBP
2590	GALNT2
25900	IFFO1
25901	CCDC28A
25902	MTHFD1L
25903	OLFML2B
25904	CNOT10
25906	C11orf51
25907	TMEM158
25909	AHCTF1
2591	GALNT3
25911	DPCD
25912	C1orf43
25913	POT1
25914	RTTN
25915	NDUFAF3
25917	THUMPD3
259173	ALS2CL
259197	NCR3
2592	GALT
25920	COBRA1
25921	ZDHHC5
259215	LY6G6F
259217	HSPA12A
25923	ATL3
259230	SGMS1
259232	NALCN
259234	DSCR10
259236	TMIE
259239	WFDC11
25924	MYRIP
259240	WFDC9
259249	MRGPRX1
25925	ZNF521
25926	NOL11
259266	ASPM
25927	CNRIP1
25928	SOSTDC1
259282	BOD1L
259285	TAS2R39
259286	TAS2R40
259287	TAS2R41
259289	TAS2R43
25929	GEMIN5
259290	TAS2R31
259292	TAS2R46
259293	TAS2R30
259294	TAS2R19
259295	TAS2R20
259296	TAS2R50
2593	GAMT
25930	PTPN23
259307	IL4I1
259308	C9orf144B
25932	CLIC4
25934	NIPSNAP3A
25936	NSL1
25937	WWTR1
25938	HEATR5A
25939	SAMHD1
25940	FAM98A
25941	C18orf10
25942	SIN3A
25943	C20orf194
25945	PVRL3
25946	ZNF385A
25948	KBTBD2
25949	SYF2
2595	GANC
25950	RWDD3
25953	PNKD
25956	SEC31B
25957	SFRS18
25959	KANK2
2596	GAP43
25960	GPR124
25961	NUDT13
25962	KIAA1429
25963	TMEM87A
25966	C2CD2
2597	GAPDH
25970	SH2B1
25972	UNC50
25973	PARS2
25974	MMACHC
25975	EGFL6
25976	TIPARP
25977	NECAP1
25978	CHMP2B
25979	DHRS7B
25980	C20orf4
25981	DNAH1
25983	NGDN
25984	KRT23
25987	TSKU
25988	HINFP
25989	ULK3
25992	SNED1
25994	HIGD1A
25996	REXO2
25998	IBTK
25999	CLIP3
26	ABP1
26000	TBC1D10B
26001	RNF167
26002	MOXD1
26003	GORASP2
26005	C2CD3
26007	DAK
26009	ZZZ3
26010	SPATS2L
26011	ODZ4
26012	NELF
26013	L3MBTL
26015	RPAP1
26017	FAM32A
26018	LRIG1
26019	UPF2
26020	LRP10
26022	TMEM98
26025	PCDHGA12
26027	ACOT11
260293	CYP4X1
260294	NSUN5P2
26030	PLEKHG3
26031	OSBPL3
26032	SUSD5
26033	ATRNL1
26034	IPCEF1
260341	TFAMP1
26035	GLCE
26036	ZNF451
26037	SIPA1L1
26038	CHD5
26039	SS18L1
26040	SETBP1
260425	MAGI3
260429	PRSS33
26043	UBXN7
260434	PYDC1
260436	C4orf7
26045	LRRTM2
26046	RNF160
26047	CNTNAP2
26048	ZNF500
26049	FAM169A
26050	SLITRK5
26051	PPP1R16B
26052	DNM3
26053	AUTS2
26054	SENP6
26056	RAB11FIP5
26057	ANKRD17
26058	GIGYF2
26059	ERC2
26060	APPL1
26061	HACL1
26063	DECR2
26064	RAI14
26065	LSM14A
26071	FAM127B
26073	POLDIP2
26074	C20orf26
26083	TBC1D29
26084	SGEF
26085	KLK13
26086	GPSM1
26088	GGA1
26090	ABHD12
26091	HERC4
26092	TOR1AIP1
26093	CCDC9
26094	DCAF4
26097	C1orf77
26098	C10orf137
26099	C1orf144
26100	WIPI2
26103	LRIT1
26108	PYGO1
26112	CCDC69
26115	TANC2
26118	WSB1
26119	LDLRAP1
26121	PRPF31
26122	EPC2
26123	TCTN3
26127	FGFR1OP2
26128	KIAA1279
26130	GAPVD1
26133	TRPC4AP
26135	SERBP1
26136	TES
26137	ZBTB20
26145	IRF2BP1
26146	TRAF3IP1
26147	PHF19
2615	LRRC32
26150	RIBC2
26151	NAT9
26152	ZNF337
26153	KIF26A
26154	ABCA12
26155	NOC2L
26156	RSL1D1
26157	GIMAP2
26160	IFT172
26164	GTPBP5
26166	RGS22
26167	PCDHB5
26168	SENP3
2617	GARS
261726	TIPRL
261729	STEAP2
26173	INTS1
261734	NPHP4
26175	C14orf109
2618	GART
26188	OR1C1
26189	OR1A2
2619	GAS1
26190	FBXW2
26191	PTPN22
262	AMD1
2620	GAS2
26205	GMEB2
26206	SPAG8
26207	PITPNC1
2621	GAS6
26211	OR2F1
26212	OR2B6
26219	OR1J4
2622	GAS8
26223	FBXL21
26224	FBXL3
26225	ARL5A
26226	FBXW4P1
26227	PHGDH
26228	STAP1
26229	B3GAT3
2623	GATA1
26230	TIAM2
26231	LRRC29
26232	FBXO2
26233	FBXL6
26234	FBXL5
26235	FBXL4
26239	LCE2B
2624	GATA2
26240	FAM50B
26245	OR2M4
26246	OR2L2
26248	OR2K2
26249	KLHL3
2625	GATA3
26251	KCNG2
26253	CLEC4E
26254	OPTC
26255	PTTG3P
26256	CABYR
26257	NKX2-8
26258	PLDN
26259	FBXW8
2626	GATA4
26260	FBXO25
26261	FBXO24
26262	TSPAN17
26263	FBXO22
26266	SLC13A4
26267	FBXO10
26268	FBXO9
26269	FBXO8
2627	GATA6
26270	FBXO6
26271	FBXO5
26272	FBXO4
26273	FBXO3
26275	HIBCH
26276	VPS33B
26277	TINF2
26278	SACS
26279	PLA2G2D
2628	GATM
26280	IL1RAPL2
26281	FGF20
26284	ERAL1
26285	CLDN17
26286	ARFGAP3
26287	ANKRD2
26289	AK5
2629	GBA
26290	GALNT8
26291	FGF21
26297	SERGEF
26298	EHF
26301	GBGT1
2631	GBAS
2632	GBE1
2633	GBP1
26330	GAPDHS
26333	OR7A17
26338	OR5L2
26339	OR5K1
2634	GBP2
26341	OR5H1
2635	GBP3
26353	HSPB8
26354	GNL3
26355	FAM162A
2636	GBX1
2637	GBX2
2638	GC
2639	GCDH
2641	GCG
2642	GCGR
2643	GCH1
2644	GCHFR
2645	GCK
2646	GCKR
26468	LHX6
26469	PTPN18
2647	BLOC1S1
26470	SEZ6L2
26471	NUPR1
26476	OR10J1
2648	KAT2A
2649	NR6A1
26492	OR8G2
26493	OR8B8
26494	OR8G1
26496	OR10A3
26499	PLEK2
265	AMELX
2650	GCNT1
26502	NARF
26503	SLC17A5
26504	CNNM4
26505	CNNM3
26507	CNNM1
26508	HEYL
26509	MYOF
2651	GCNT2
26511	CHIC2
26512	INTS6
26515	FXC1
26517	TIMM13
26519	TIMM10
26520	TIMM9
26521	TIMM8B
26523	EIF2C1
26524	LATS2
26525	IL1F5
26526	TSPAN16
26528	DAZAP1
26529	OR12D2
2653	GCSH
26531	OR11A1
26532	OR10H3
